iata_code,name,municipality,iso_country,iso_region,type,latitude_deg,longitude_deg
MLM,General Francisco J. Mujica International Airport,Morelia,MX,MX-MIC,large_airport,19.849899,-101.025002
MLN,Melilla Airport,Melilla,ES,ES-ML,medium_airport,35.2798,-2.95626
MLO,Milos Airport,Milos Island,GR,GR-L,small_airport,36.696899,24.4769
MLU,Monroe Regional Airport,Monroe,US,US-LA,medium_airport,32.510899,-92.037697
MLW,Spriggs Payne Airport,Monrovia,LR,LR-MO,medium_airport,6.28906,-10.7587
MLX,Malatya Erhaç Airport,Malatya,TR,TR-44,medium_airport,38.435298919699996,38.0909996033
MLY,Manley Hot Springs Airport,Manley Hot Springs,US,US-AK,small_airport,64.99188,-150.644102
MMB,Memanbetsu Airport,Ōzora,JP,JP-01,medium_airport,43.8805999756,144.164001465
MMD,Minamidaito Airport,Minamidaito,JP,JP-47,medium_airport,25.8465,131.263
MME,Teesside International Airport,"Darlington, Durham",GB,GB-ENG,medium_airport,54.509201,-1.42941
MMG,Mount Magnet Airport,,AU,AU-WA,medium_airport,-28.116100311279297,117.84200286865234
MMH,Mammoth Yosemite Airport,Mammoth Lakes,US,US-CA,medium_airport,37.625381,-118.84306
MMJ,Shinshu-Matsumoto Airport,Matsumoto,JP,JP-20,medium_airport,36.166801,137.923004
MMK,Emperor Nicholas II Murmansk Airport,Murmansk,RU,RU-MUR,large_airport,68.7817,32.750801
MMO,Maio Airport,Vila do Maio,CV,CV-S,medium_airport,15.155900001525879,-23.213699340820312
MMX,Malmö Sturup Airport,Malmö,SE,SE-M,large_airport,55.535564,13.376327
MMY,Miyako Airport,Miyakojima,JP,JP-47,medium_airport,24.782801,125.294998
MNC,Nacala International Airport,Nacala,MZ,MZ-N,medium_airport,-14.4882,40.7122
MNF,Mana Island Airport,Mana Island,FJ,FJ-W,small_airport,-17.672844,177.0985
MNG,Maningrida Airport,Maningrida,AU,AU-NT,medium_airport,-12.0560998917,134.23399353
MNI,John A. Osborne Airport,Gerald's Park,MS,MS-SP,large_airport,16.791835,-62.193204
MNJ,Mananjary Airport,Mananjary,MG,MG-F,medium_airport,-21.201799,48.358299
MNL,Ninoy Aquino International Airport,Manila (Pasay),PH,PH-00,large_airport,14.5086,121.019997
MNT,Minto Al Wright Airport,Minto,US,US-AK,small_airport,65.147991,-149.368658
MNU,Mawlamyine Airport,Mawlamyine,MM,MM-15,small_airport,16.444700241088867,97.66069793701172
MNX,Manicoré Airport,Manicoré,BR,BR-AM,medium_airport,-5.81138,-61.278301
MNY,Mono Airport,Stirling Island,SB,SB-WE,small_airport,-7.41694,155.565002
MOB,Mobile Regional Airport,Mobile,US,US-AL,medium_airport,30.6912,-88.242798
MOC,Mário Ribeiro Airport,Montes Claros,BR,BR-MG,medium_airport,-16.706919,-43.818901
MOF,Frans Xavier Seda Airport,Waioti,ID,ID-NT,small_airport,-8.639514,122.238135
MOG,Mong Hsat Airport,Mong Hsat,MM,MM-17,medium_airport,20.516799926757812,99.25679779052734
MOH,Maleo Airport,Morowali,ID,ID-ST,small_airport,-2.201143,121.662884
MOI,Mitiaro Island Airport,Mitiaro Island,CK,CK-U-A,small_airport,-19.842501,-157.703003
MOJ,Moengo Airstrip,Moengo,SR,SR-MA,small_airport,5.6076,-54.4003
MOL,"Molde Airport, Årø",Årø,NO,NO-15,medium_airport,62.744701,7.2625
MOQ,Morondava Airport,Morondava,MG,MG-U,medium_airport,-20.2847,44.3176
MOT,Minot International Airport,Minot,US,US-ND,medium_airport,48.25801,-101.279123
MOU,Mountain Village Airport,Mountain Village,US,US-AK,small_airport,62.095401763916016,-163.6820068359375
MOV,Moranbah Airport,Moranbah,AU,AU-QLD,medium_airport,-22.057800293,148.07699585
MOZ,Moorea Temae Airport,Moorea-Maiao,PF,PF-U-A,medium_airport,-17.48979,-149.761777
MPA,Katima Mulilo Airport,Mpacha,NA,NA-CA,medium_airport,-17.634258,24.176688
MPC,Muko Muko Airport,Muko Muko,ID,ID-BE,small_airport,-2.541058,101.087651
MPH,Godofredo P. Ramos Airport,Caticlan,PH,PH-AKL,medium_airport,11.9245,121.954002
MPL,Montpellier-Méditerranée Airport,Montpellier/Méditerranée,FR,FR-OCC,large_airport,43.576199,3.96301
MPM,Maputo Airport,Maputo,MZ,MZ-MPM,large_airport,-25.920799,32.572601
MPN,Mount Pleasant Airport / RAF Mount Pleasant,Mount Pleasant,FK,FK-U-A,medium_airport,-51.822642,-58.445777
MPY,Maripasoula Airport,Maripasoula,GF,GF-SL,medium_airport,3.655907,-54.039431
MQC,Miquelon Airport,Miquelon,PM,PM-ML,small_airport,47.095501,-56.380299
MQF,Magnitogorsk International Airport,Magnitogorsk,RU,RU-BA,large_airport,53.391991,58.755235
MQJ,Moma Airport,Khonuu,RU,RU-SA,medium_airport,66.450861,143.261551
MQL,Mildura Airport,Mildura,AU,AU-VIC,medium_airport,-34.229198455799995,142.085998535
MQM,Mardin Airport,Mardin,TR,TR-47,medium_airport,37.223300933800004,40.6316986084
MQN,"Mo i Rana Airport, Røssvoll",Mo i Rana,NO,NO-18,medium_airport,66.363899230957,14.301400184631
MQP,Kruger Mpumalanga International Airport,Mbombela,ZA,ZA-MP,large_airport,-25.383327,31.105325
MQS,Mustique Airport,Lovell,VC,VC-06,medium_airport,12.8879,-61.180199
MQT,Marquette Sawyer Regional Airport,Gwinn,US,US-MI,medium_airport,46.351498,-87.395884
MQX,Mekele Alula Aba Nega Airport,Mekele,ET,ET-TI,medium_airport,13.4674,39.533501
MRA,Misrata International Airport,Misrata,LY,LY-MI,small_airport,32.325001,15.061
MRE,Mara Serena Lodge Airstrip,Serena,KE,KE-33,medium_airport,-1.404588,35.008349
MRI,Merrill Field,Anchorage,US,US-AK,medium_airport,61.212792,-149.843988
MRS,Marseille Provence Airport,"Marignane, Bouches-du-Rhône",FR,FR-PAC,large_airport,43.438088,5.2125
MRU,Sir Seewoosagur Ramgoolam International Airport,Plaine Magnien,MU,MU-GP,large_airport,-20.430201,57.683601
MRV,Mineralnye Vody Airport,Mineralnyye Vody,RU,RU-STA,large_airport,44.225101,43.081902
MRX,Mahshahr Airport,Mahshahr,IR,IR-06,medium_airport,30.5562,49.151901
MRY,Monterey Regional Airport,Monterey,US,US-CA,medium_airport,36.586777,-121.844183
MRZ,Moree Airport,Moree,AU,AU-NSW,medium_airport,-29.498899459799997,149.845001221
MSA,Muskrat Dam Airport,Muskrat Dam,CA,CA-ON,small_airport,53.441399,-91.762802
MSJ,Misawa Airport / Misawa Air Base,Misawa,JP,JP-02,medium_airport,40.703201,141.367996
MSL,Northwest Alabama Regional Airport,Muscle Shoals,US,US-AL,medium_airport,34.745123,-87.612981
MSN,Dane County Regional Truax Field,Madison,US,US-WI,medium_airport,43.1399,-89.337502
MSO,Missoula Montana Airport,Missoula,US,US-MT,medium_airport,46.915816,-114.091107
MSP,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,Minneapolis,US,US-MN,large_airport,44.880081,-93.221741
MSQ,Minsk National Airport,Minsk,BY,BY-MI,large_airport,53.888071,28.039964
MSR,Muş Airport,Muş,TR,TR-49,medium_airport,38.747798919677734,41.66120147705078
MSS,Massena International Airport Richards Field,Massena,US,US-NY,medium_airport,44.936157,-74.844304
MST,Maastricht Aachen Airport,Maastricht,NL,NL-LI,large_airport,50.911087,5.769401
MSU,Moshoeshoe I International Airport,Maseru(Mazenod),LS,LS-A,large_airport,-29.456277,27.554456
MSY,Louis Armstrong New Orleans International Airport,New Orleans,US,US-LA,large_airport,29.993401,-90.264673
MSZ,Welwitschia Mirabilis International Airport,Moçâmedes,AO,AO-NAM,medium_airport,-15.2612,12.1468
MTF,Mizan Teferi Airport,Mizan Teferi,ET,ET-SW,small_airport,6.9571,35.5547
MTJ,Montrose Regional Airport,Montrose,US,US-CO,medium_airport,38.5098,-107.893997
MTP,Montauk Airport,Montauk,US,US-NY,small_airport,41.0765,-71.920797
MTR,Los Garzones Airport,Montería,CO,CO-COR,medium_airport,8.82374,-75.8258
MTT,Minatitlán/Coatzacoalcos International Airport,Cosoleacaque,MX,MX-VER,medium_airport,18.103399,-94.580704
MTY,Monterrey International Airport,Monterrey,MX,MX-NLE,large_airport,25.778521,-100.106989
MUA,Munda Airport,Munda,SB,SB-WE,medium_airport,-8.32797,157.263
MUB,Maun International Airport,Maun,BW,BW-NW,large_airport,-19.970491,23.431409
MUC,Munich Airport,Munich,DE,DE-BY,large_airport,48.353802,11.7861
MUE,Waimea Kohala Airport,Waimea (Kamuela),US,US-HI,medium_airport,20.001301,-155.667999
MUH,Mersa Matruh International Airport,Marsa Matruh,EG,EG-MT,large_airport,31.324313,27.22227
MUK,Mauke Airport,Mauke Island,CK,CK-U-A,small_airport,-20.13610076904297,-157.34500122070312
MUN,José Tadeo Monagas International Airport,Maturín,VE,VE-N,medium_airport,9.749023,-63.153348
MUR,Marudi Airport,Marudi,MY,MY-13,medium_airport,4.178734,114.330318
MUX,Multan International Airport,Multan,PK,PK-PB,large_airport,30.203199,71.419098
MUZ,Musoma Airport,Musoma,TZ,TZ-13,small_airport,-1.503,33.8021
MVB,M'Vengue El Hadj Omar Bongo Ondimba International Airport,Franceville,GA,GA-2,medium_airport,-1.65616,13.438
MVD,Carrasco General Cesáreo L. Berisso International Airport,Ciudad de la Costa,UY,UY-CA,large_airport,-34.835647,-56.026497
MVF,Dix-Sept Rosado Airport,Mossoró,BR,BR-RN,medium_airport,-5.20192,-37.3643
MVP,Fabio Alberto Leon Bentley Airport,Mitú,CO,CO-VAU,medium_airport,1.25366,-70.2339
MVQ,Mogilev Airport,Mogilev,BY,BY-MA,medium_airport,53.954898834228516,30.09510040283203
MVR,Salak Airport,Maroua,CM,CM-EN,medium_airport,10.451399803161621,14.257399559020996
MVT,Mataiva Airport,,PF,PF-U-A,medium_airport,-14.8681001663208,-148.7169952392578
MVY,Martha's Vineyard Airport,Martha's Vineyard,US,US-MA,small_airport,41.3931007385,-70.6143035889
MWA,Veterans Airport of Southern Illinois,Marion,US,US-IL,medium_airport,37.751208,-89.016568
MWL,Mineral Wells Regional Airport,Mineral Wells,US,US-TX,medium_airport,32.781601,-98.060204
MWQ,Magway Airport,Magway,MM,MM-03,small_airport,20.1656,94.941399
MWX,Muan International Airport,Muan (Piseo-ri),KR,KR-46,large_airport,34.991406,126.382814
MWZ,Mwanza International Airport,Mwanza,TZ,TZ-18,large_airport,-2.446563,32.936049
MXH,Moro Airport,Moro,PG,PG-SHM,small_airport,-6.36332988739,143.238006592
MXL,General Rodolfo Sánchez Taboada International Airport,Mexicali,MX,MX-BCN,medium_airport,32.630629,-115.242805
MXP,Milan Malpensa International Airport,Ferno (VA),IT,IT-25,large_airport,45.6306,8.72811
MXV,Mörön Airport,Mörön,MN,MN-041,medium_airport,49.663677,100.100028
MXW,Mandalgobi Airport,Mandalgobi,MN,MN-059,small_airport,45.7380981445,106.268997192
MXX,Mora Airport,Mora,SE,SE-W,medium_airport,60.957901,14.5114
MXZ,Meizhou Meixian Changgangji International Airport,Meizhou (Meixian),CN,CN-44,small_airport,24.263425,116.097857
MYA,Moruya Airport,Moruya,AU,AU-NSW,medium_airport,-35.8978004456,150.143997192
MYD,Malindi International Airport,Malindi,KE,KE-03,medium_airport,-3.22931,40.1017
MYE,Miyakejima Airport,Miyakejima,JP,JP-13,medium_airport,34.073600769,139.559997559
MYG,Mayaguana Airport,Abraham Bay Settlement,BS,BS-MG,medium_airport,22.379499,-73.013494
MYI,Murray Island Airport,Murray Island,AU,AU-QLD,small_airport,-9.915105,144.054644
MYJ,Matsuyama Airport,Matsuyama,JP,JP-38,large_airport,33.826893,132.700114
MYK,May Creek Airport,May Creek,US,US-AK,small_airport,61.335701,-142.686996
MYL,McCall Municipal Airport,McCall,US,US-ID,medium_airport,44.888837,-116.101112
MYP,Mary International Airport,Mary,TM,TM-M,medium_airport,37.62353,61.895668
MYQ,Mysore Airport,Mysore,IN,IN-KA,medium_airport,12.229751,76.653683
MYR,Myrtle Beach International Airport,Myrtle Beach,US,US-SC,large_airport,33.679699,-78.928299
MYT,Myitkyina Airport,Myitkyina,MM,MM-11,medium_airport,25.3836,97.351898
MYU,Mekoryuk Airport,Mekoryuk,US,US-AK,medium_airport,60.372338,-166.269751
MYW,Mtwara Airport,Mtwara,TZ,TZ-17,medium_airport,-10.336204,40.181997
MYY,Miri Airport,Miri,MY,MY-13,medium_airport,4.32201,113.987
MZG,Penghu Magong Airport,Huxi,TW,TW-PEN,large_airport,23.568701,119.627998
MZH,Amasya Merzifon Airport,Amasya,TR,TR-05,medium_airport,40.829399,35.521999
MZI,Mopti Airport,Sévaré,ML,ML-5,medium_airport,14.5128,-4.07956
MZL,La Nubia Airport,Manizales,CO,CO-CAL,medium_airport,5.0296,-75.4647
MZO,Sierra Maestra International Airport,Manzanillo,CU,CU-12,medium_airport,20.288605,-77.087545
MZQ,Mkuze Airport,Mkuze,ZA,ZA-NL,medium_airport,-27.626101,32.0443
MZR,Mazar-i-Sharif International Airport,Mazar-i-Sharif,AF,AF-BAL,large_airport,36.70412,67.210459
MZS,Moradabad Airport,Moradabad,IN,IN-UP,medium_airport,28.81746,78.92187
MZT,General Rafael Buelna International Airport,Mazatlàn,MX,MX-SIN,large_airport,23.162823,-106.264517
MZV,Mulu Airport,Mulu,MY,MY-13,medium_airport,4.048329830169678,114.80500030517578
MZW,Mecheria Airport,Mecheria,DZ,DZ-45,medium_airport,33.5359,-0.242353
NAA,Narrabri Airport,Narrabri,AU,AU-NSW,medium_airport,-30.3192005157,149.82699585
NAG,Dr. Babasaheb Ambedkar International Airport,Nagpur,IN,IN-MM,large_airport,21.092199,79.047203
NAH,Naha Airport,"Tabukan Utara, Sangihe Islands",ID,ID-SA,medium_airport,3.68478,125.527162
NAJ,Nakhchivan International Airport,Nakhchivan,AZ,AZ-NX,large_airport,39.188801,45.458401
NAL,Nalchik Airport,Nalchik,RU,RU-KB,medium_airport,43.512901,43.6366
NAM,Namniwel Airport,Namniwel,ID,ID-MA,medium_airport,-3.143159,126.976469
NAN,Nadi International Airport,Nadi,FJ,FJ-W,large_airport,-17.761822,177.437843
NAO,Nanchong Gaoping Airport,Nanchong (Gaoping),CN,CN-51,small_airport,30.798104,106.16415
NAP,Naples International Airport,Napoli,IT,IT-72,large_airport,40.886002,14.2908
NAQ,Qaanaaq Airport,Qaanaaq,GL,GL-AV,medium_airport,77.488602,-69.388702
NAS,Lynden Pindling International Airport,Nassau,BS,BS-NP,large_airport,25.039,-77.466202
NAT,Rio Grande do Norte/São Gonçalo do Amarante–Governador Aluízio Alves International Airport,Natal,BR,BR-RN,large_airport,-5.769822,-35.36661
NAU,Napuka Island Airport,Napuka Island,PF,PF-U-A,small_airport,-14.177397,-141.266112
NAV,Nevşehir Kapadokya Airport,Nevşehir,TR,TR-50,large_airport,38.7719,34.5345
NAW,Narathiwat Airport,,TH,TH-96,medium_airport,6.5199198722839355,101.74299621582031
NBC,Begishevo Airport,Nizhnekamsk,RU,RU-TA,medium_airport,55.564701,52.092499
NBE,Enfidha - Hammamet International Airport,Enfidha,TN,TN-51,medium_airport,36.075833,10.438611
NBJ,Dr. Antonio Agostinho Neto International Airport,Luanda (Ícolo e Bengo),AO,AO-LUA,large_airport,-9.050734,13.499078
NBN,Annobón Airport,San Antonio de Palé,GQ,GQ-AN,small_airport,-1.408615,5.624163
NBO,Jomo Kenyatta International Airport,Nairobi,KE,KE-47,large_airport,-1.318886,36.928233
NBS,Changbaishan Airport,Baishan,CN,CN-22,medium_airport,42.066944,127.602222
NCA,North Caicos Airport,North Caicos,TC,TC-NC,medium_airport,21.916094,-71.942954
NCE,Nice-Côte d'Azur Airport,"Nice, Alpes-Maritimes",FR,FR-PAC,large_airport,43.658401,7.21587
NCL,Newcastle International Airport,"Newcastle upon Tyne, Tyne and Wear",GB,GB-ENG,large_airport,55.037958,-1.689577
NCN,Chenega Bay Airport,Chenega,US,US-AK,small_airport,60.077602,-147.99468
NCU,Nukus International Airport,Nukus,UZ,UZ-QR,large_airport,42.4884,59.623299
NCY,Annecy Meythet airport,Annecy,FR,FR-ARA,medium_airport,45.928947,6.0987
NDB,Nouadhibou International Airport,Nouadhibou,MR,MR-08,large_airport,20.932404,-17.030199
NDC,Nanded Airport,Nanded,IN,IN-MM,medium_airport,19.1833,77.316704
NDG,Qiqihar Sanjiazi Airport,Qiqihar,CN,CN-23,large_airport,47.229969,123.914179
NDJ,N'Djamena International Airport,N'Djamena,TD,TD-ND,large_airport,12.1337,15.034
NDR,Nador Al Aaroui International Airport,Al Aaroui,MA,MA-02,large_airport,34.9888,-3.02821
NDU,Rundu Airport,Rundu,NA,NA-KE,medium_airport,-17.956499,19.7194
NDY,Sanday Airport,Sanday,GB,GB-SCT,small_airport,59.250301,-2.57667
NEC,Necochea Airport,Necochea,AR,AR-B,medium_airport,-38.490746,-58.816337
NER,Chulman Airport,Neryungri,RU,RU-SA,medium_airport,56.913898468018,124.91400146484
NEV,Vance W. Amory International Airport,Charlestown,KN,KN-U-A,medium_airport,17.2057,-62.589901
NGB,Ningbo Lishe International Airport,Ningbo,CN,CN-33,large_airport,29.82670021057129,121.46199798583984
NGE,N'Gaoundéré Airport,N'Gaoundéré,CM,CM-AD,medium_airport,7.3570098876953125,13.559200286865234
NGI,Ngau Airport,Ngau,FJ,FJ-E,small_airport,-18.115600585899998,179.339996338
NGK,Nogliki Airport,Nogliki,RU,RU-SAK,small_airport,51.783955,143.141785
NGO,Chubu Centrair International Airport,Tokoname,JP,JP-23,large_airport,34.858398,136.804993
NGQ,Ngari Gunsa Airport,Shiquanhe,CN,CN-54,medium_airport,32.09794,80.053971
NGS,Nagasaki Airport,Nagasaki,JP,JP-42,large_airport,32.916901,129.914001
NHV,Nuku Hiva Airport,Nuku Hiva,PF,PF-U-A,medium_airport,-8.7956,-140.229004
NIB,Nikolai Airport,Nikolai,US,US-AK,small_airport,63.017949,-154.360399
NIM,Diori Hamani International Airport,Niamey,NE,NE-8,large_airport,13.4815,2.18361
NIU,Naiu Airport,Naiu Atoll,PF,PF-U-A,small_airport,-16.119296,-146.368768
NJC,Nizhnevartovsk Airport,Nizhnevartovsk,RU,RU-KHM,large_airport,60.949299,76.483597
NJF,Al Najaf International Airport,Najaf,IQ,IQ-NA,large_airport,31.991116,44.405019
NKC,Nouakchott–Oumtounsy International Airport,Nouakchott,MR,MR-NKC,large_airport,18.31,-15.969722
NKG,Nanjing Lukou International Airport,Nanjing,CN,CN-32,large_airport,31.735032,118.865949
NKM,Nagoya Airport / JASDF Komaki Air Base,Nagoya,JP,JP-23,medium_airport,35.255759,136.924095
NKT,Şırnak Şerafettin Elçi Airport,Şırnak,TR,TR-73,medium_airport,37.3647,42.0582
NLA,Simon Mwansa Kapwepwe International Airport,Ndola,ZM,ZM-08,large_airport,-12.96513,28.515624
NLD,Quetzalcóatl International Airport,Nuevo Laredo,MX,MX-TAM,medium_airport,27.443899,-99.570503
NLF,Darnley Island Airport,Darnley Island,AU,AU-QLD,small_airport,-9.579176,143.780276
NLG,Nelson Lagoon Airport,Nelson Lagoon,US,US-AK,small_airport,56.0075,-161.160004
NLH,Ninglang Luguhu Airport,Ninglang,CN,CN-53,medium_airport,27.5403,100.7593
NLI,Nikolayevsk-na-Amure Airport,Nikolayevsk-na-Amure Airport,RU,RU-KHA,medium_airport,53.154999,140.649994
NLK,Norfolk Island International Airport,Burnt Pine,NF,NF-U-A,medium_airport,-29.041759,167.939474
NLT,Xinyuan Nalati Airport,Xinyuan,CN,CN-65,medium_airport,43.4318,83.3786
NLU,Felipe Ángeles International Airport,Mexico City,MX,MX-MEX,large_airport,19.743824,-99.01507
NMA,Namangan International Airport,Namangan,UZ,UZ-NG,large_airport,40.984622,71.5578
NME,Nightmute Airport,Nightmute,US,US-AK,small_airport,60.469129,-164.70407
NMF,Maafaru International Airport,Noonu Atoll,MV,MV-25,medium_airport,5.817407,73.468404
NMI,Navi Mumbai International Airport,Navi Mumbai,IN,IN-MM,large_airport,18.984597,73.065253
NNB,Santa Ana Airport,Santa Ana Island,SB,SB-MK,small_airport,-10.847994,162.454108
NNG,Nanning Wuxu International Airport,Nanning (Jiangnan),CN,CN-45,large_airport,22.598071,108.181922
NNM,Naryan Mar Airport,Naryan Mar,RU,RU-NEN,medium_airport,67.639999,53.121899
NNR,Connemara Regional Airport,Inverin,IE,IE-G,small_airport,53.23030090332031,-9.467780113220215
NNT,Nan Airport,,TH,TH-55,medium_airport,18.807899475097656,100.78299713134766
NNY,Nanyang Jiangying Airport,Nanyang (Wancheng),CN,CN-41,small_airport,32.982696,112.617467
NOB,Nosara Airport,Nicoya,CR,CR-G,medium_airport,9.976490020750001,-85.65299987790002
NOC,Ireland West Airport Knock,Charlestown,IE,IE-MO,large_airport,53.910439,-8.817002
NOD,Norden-Norddeich Airport,Norddeich,DE,DE-NI,small_airport,53.633057,7.190278
NOJ,Noyabrsk Airport,Noyabrsk,RU,RU-YAN,medium_airport,63.18330001831055,75.2699966430664
NOP,Sinop Airport,Sinop,TR,TR-57,medium_airport,42.018313,35.071774
NOS,Nosy Be International Airport,Nosy Be,MG,MG-D,large_airport,-13.3121,48.3148
NOU,La Tontouta International Airport,Nouméa (La Tontouta),NC,NC-03,large_airport,-22.014601,166.212997
NOV,Albano Machado Airport,Huambo,AO,AO-HUA,medium_airport,-12.8089,15.7605
NOZ,Spichenkovo Airport,Novokuznetsk,RU,RU-KEM,medium_airport,53.811401,86.877197
NPE,Hawke's Bay Airport,Napier,NZ,NZ-HKB,medium_airport,-39.465801,176.869995
NPL,New Plymouth Airport,New Plymouth,NZ,NZ-TKI,medium_airport,-39.00859832763672,174.1790008544922
NPO,Nanga Pinoh Airport,Nanga Pinoh-Borneo Island,ID,ID-KB,medium_airport,-0.34864,111.746155
NPT,Newport State Airport,Newport,US,US-RI,medium_airport,41.532207,-71.281039
NQN,Presidente Perón International Airport,Neuquén,AR,AR-Q,large_airport,-38.949001,-68.155701
NQU,Reyes Murillo Airport,Nuquí,CO,CO-CHO,small_airport,5.710348,-77.261868
NQY,Cornwall Airport Newquay,Newquay,GB,GB-ENG,medium_airport,50.440601,-4.99541
NQZ,Nursultan Nazarbayev International Airport,Astana,KZ,KZ-AST,large_airport,51.027035,71.467094
